100352,0.0015564
100368,0.0193787
100384,0.0195313
100400,0.0196533
100416,0.0198059
100432,0.0199585
100448,0.0201111
100464,0.0202637
100480,0.0204163
100496,0.0205688
100512,0.0207214
100528,0.020874
100544,0.0210266
100560,0.0211792
100576,0.0213318
100592,0.0214844
100608,0.0216064
100624,0.021759
100640,0.0219116
100656,0.0220642
100672,0.0222168
100688,0.0223694
100704,0.022522
100720,0.0226746
100736,0.0228271
100752,0.0229797
100768,0.0231323
100784,0.0232849
100800,0.0234375
100816,0.0235596
100832,0.0237122
100848,0.0238647
100864,0.0240173
100880,0.0241699
100896,0.0243225
100912,0.0244751
100928,0.0246277
100944,0.0247803
100960,0.0249329
100976,0.0250854
100992,0.025238
101008,0.0253906
101024,0.0255127
101040,0.0256653
101056,0.0258179
101072,0.0259705
101088,0.026123
101104,0.0262756
101120,0.0264282
101136,0.0265808
101152,0.0267334
101168,0.026886
101184,0.0270386
101200,0.0271912
101216,0.0273438
101232,0.0274658
101248,0.0276184
101264,0.027771
101280,0.0279236
101296,0.0280762
101312,0.0282288
101328,0.0283813
101344,0.0285339
101360,0.0286865
101376,0.0288391
101392,0.0289917
101408,0.0291443
101424,0.0292969
101440,0.0294189
101456,0.0295715
101472,0.0297241
101488,0.0298767
101504,0.0300293
101520,0.0301819
101536,0.0303345
101552,0.0304871
101568,0.0306396
101584,0.0307922
101600,0.0309448
101616,0.0310974
101632,0.03125
101648,0.0313721
101664,0.0315247
101680,0.0316772
101696,0.0318298
101712,0.0319824
101728,0.032135
101744,0.0322876
101760,0.0324402
101776,0.0325928
101792,0.0327454
101808,0.0328979
101824,0.0330505
101840,0.0332031
101856,0.0333252
101872,0.0334778
101888,0.0336304
101904,0.033783
101920,0.0339355
101936,0.0340881
101952,0.0342407
101968,0.0343933
101984,0.0345459
102000,0.0346985
102016,0.0348511
102032,0.0350037
102048,0.0351563
102064,0.0352783
102080,0.0354309
102096,0.0355835
102112,0.0357361
102128,0.0358887
102144,0.0360413
102160,0.0361938
102176,0.0363464
102192,0.036499
102208,0.0366516
102224,0.0368042
102240,0.0369568
102256,0.0371094
102272,0.0372314
102288,0.037384
102304,0.0375366
102320,0.0376892
102336,0.0378418
102352,0.0379944
102368,0.038147
102384,0.0382996
102400,0.0384521
102416,0.0386047
102432,0.0387573
102448,0.0389099
102464,0.0390625
102480,0.0391846
102496,0.0393372
102512,0.0394897
102528,0.0396423
102544,0.0397949
102560,0.0399475
102576,0.0401001
102592,0.0402527
102608,0.0404053
102624,0.0405579
102640,0.0407104
102656,0.040863
102672,0.0410156
102688,0.0411377
102704,0.0412903
102720,0.0414429
102736,0.0415955
102752,0.041748
102768,0.0419006
102784,0.0420532
102800,0.0422058
102816,0.0423584
102832,0.042511
102848,0.0426636
102864,0.0428162
102880,0.0429688
102896,0.0430908
102912,0.0432434
102928,0.043396
102944,0.0435486
102960,0.0437012
102976,0.0438538
102992,0.0440063
103008,0.0441589
103024,0.0443115
103040,0.0444641
103056,0.0446167
103072,0.0447693
103088,0.0449219
103104,0.0450439
103120,0.0451965
103136,0.0453491
103152,0.0455017
103168,0.0456543
103184,0.0458069
103200,0.0459595
103216,0.0461121
103232,0.0462646
103248,0.0464172
103264,0.0465698
103280,0.0467224
103296,0.046875
103312,0.0469971
103328,0.0471497
103344,0.0473022
103360,0.0474548
103376,0.0476074
103392,0.04776
103408,0.0479126
103424,0.0480652
103440,0.0482178
103456,0.0483704
103472,0.0485229
103488,0.0486755
103504,0.0488281
103520,0.0489502
103536,0.0491028
103552,0.0492554
103568,0.049408
103584,0.0495605
103600,0.0497131
103616,0.0498657
103632,0.0500183
103648,0.0501709
103664,0.0503235
103680,0.0504761
103696,0.0506287
103712,0.0507813
103728,0.0509033
103744,0.0510559
103760,0.0512085
103776,0.0513611
103792,0.0515137
103808,0.0516663
103824,0.0518188
103840,0.0519714
103856,0.052124
103872,0.0522766
103888,0.0524292
103904,0.0525818
103920,0.0527344
103936,0.0528564
103952,0.053009
103968,0.0531616
103984,0.0533142
104000,0.0534668
104016,0.0536194
104032,0.053772
104048,0.0539246
104064,0.0540771
104080,0.0542297
104096,0.0543823
104112,0.0545349
104128,0.0546875
104144,0.0548096
104160,0.0549622
104176,0.0551147
104192,0.0552673
104208,0.0554199
104224,0.0555725
104240,0.0557251
104256,0.0558777
104272,0.0560303
104288,0.0561829
104304,0.0563354
104320,0.056488
104336,0.0566406
104352,0.0567627
104368,0.0569153
104384,0.0570679
104400,0.0572205
104416,0.057373
104432,0.0575256
104448,0.0576782
104464,0.0578308
104480,0.0579834
104496,0.058136
104512,0.0582886
104528,0.0584412
104544,0.0585938
104560,0.0587158
104576,0.0588684
104592,0.059021
104608,0.0591736
104624,0.0593262
104640,0.0594788
104656,0.0596313
104672,0.0597839
104688,0.0599365
104704,0.0600891
104720,0.0602417
104736,0.0603943
104752,0.0605469
104768,0.0606689
104784,0.0608215
104800,0.0609741
104816,0.0611267
104832,0.0612793
104848,0.0614319
104864,0.0615845
104880,0.0617371
104896,0.0618896
104912,0.0620422
